Stimulus ID,ImageArea,TextGroup,NonTextArea,TextArea,QuadTree,Saturation,Colorfulness2,Colorfulness1,Complexity,Final Score,image_path,ImageArea_csv,TextGroup_csv,NonTextArea_csv,TextArea_csv,QuadTree_csv,Saturation_csv,Colorfulness2_csv,Colorfulness1_csv,Complexity_csv
10,4,10,0.9183495468421439,0.0816504531578561,6.586171654854675,34.6982852711397,8.870890906512468,73.11305595855009,6.033333333333333,6.277272727,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\10.png,7.0,22.0,796888.0,75502.0,487.0,34.50900363,8.450100916,73.18396997,8.215947305
11,1,0,1.0,0.0,8.924523226133914,110.92719947393216,18.164081790357855,129.4922846258711,1.0,3.960176991,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\11.png,1.0,0.0,1918400.0,0.0,24721.0,111.4122538,19.03493105,129.6694657,11.52792725
12,14,11,0.7519233900211655,0.24807660997883457,8.452761331256848,36.92552102397511,4.7234673710054125,40.508531943341815,8.5,4.393939394,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\12.png,24.0,10.0,360457.0,118773.0,4762.0,37.0371125,4.716718042,40.20218285,7.085457729
13,1,7,0.5419472440735857,0.45805275592641426,7.436617265234227,2.5627564979480164,5.861286466008726,13.28372287130396,5.982692307692307,4.601851852,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\13.png,8.0,7.0,567766.0,138525.0,1459.0,2.452322479,6.807532665,13.39550331,27.98601064
14,1,1,0.9951319460590561,0.004868053940943967,8.115819701211327,31.8966597830414,2.236487213398155,49.754067608784226,3.857142857142857,6.0546875,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\14.png,8.0,16.0,201717.0,62835.0,2722.0,32.69568206,2.535514536,50.67145319,4.982058627
15,8,6,0.4560843774683662,0.5439156225316338,2.833213344056216,22.53837958916084,13.611714795256805,47.880071764296424,6.275,4.080645161,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\15.png,4.0,9.0,28586.0,54158.0,4.0,22.27699929,14.07440782,48.18611469,3.105094371
16,13,21,0.35892386999712383,0.6410761300028762,8.523175263093785,176.8140625,8.716377627524682,86.32064656221337,7.898989898989899,2.802631579,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\16.png,11.0,24.0,54532.0,112796.0,5491.0,177.6435828,8.938930315,87.41978269,6.442547879
17,1,0,1.0,0.0,9.368539986649727,74.85318264949109,29.41663076291801,71.4320137081379,1.0,6.312,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\17.png,1.0,0.0,700748.0,0.0,11680.0,74.85036105,29.42132114,71.43292849,4.953539232
18,12,21,0.5884181484910902,0.41158185150890986,8.14060704285845,38.484606322496944,22.415277474884384,62.01480496418991,7.23404255319149,5.556,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\18.png,31.0,40.0,497416.0,336102.0,10198.0,38.61948145,22.51740242,61.15128978,15.25391419
19,4,5,0.6191718553121537,0.3808281446878463,5.4638318050256105,10.138458784678928,2.037283474754305,43.96763519390058,4.782608695652174,5.828828829,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\19.png,15.0,21.0,1113113.0,130922.0,553.0,10.25297916,2.29177208,44.37648715,10.64710202
20,11,12,0.8791239564068002,0.1208760435931998,7.488293515159428,13.036172588219804,4.065862010664512,27.69900726562897,7.6,5.945736434,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\20.png,5.0,7.0,1424112.0,100085.0,4330.0,13.49906334,4.041324101,27.42245479,10.31389887
21,6,5,0.9214739998965856,0.0785260001034144,2.995732273553991,33.744395556370854,21.192181794534445,47.761334014523804,6.925,5.068376068,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\21.png,8.0,12.0,850209.0,185080.0,16.0,33.98467893,21.65634304,48.06271787,9.538085722
22,6,14,0.8002808895112355,0.19971911048876442,4.8283137373023015,23.60084666455602,8.004577733023714,42.96933947097618,6.906976744186046,5.978070175,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\22.png,4.0,12.0,474633.0,63863.0,124.0,23.60084666,8.004577733,42.96933947,5.439569169
23,14,19,0.326873798846893,0.673126201153107,6.923628628138427,20.368334263392857,0.9560777084193425,1.630359776265753,7.405063291139241,4.185840708,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\23.png,30.0,33.0,243313.0,332811.0,2350.0,20.68673171,0.868603029,1.642849411,11.1307781
24,12,11,0.6941363040013772,0.30586369599862284,7.126087273299125,101.74825181731985,20.880414149746716,81.06318027029587,5.958333333333333,5.080508475,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\24.png,12.0,8.0,176835.0,51238.0,1300.0,102.3186213,20.7945122,81.49473379,4.584560702
25,6,8,0.9372472945819958,0.06275270541800416,7.982757702011113,59.614848711749424,12.7996092934489,58.34529305815054,4.7727272727272725,5.220588235,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\25.png,4.0,8.0,554206.0,27771.0,3181.0,59.80514457,12.79177313,58.53583582,5.423107521
26,15,21,0.8063722346181988,0.1936277653818011,9.28470545393149,82.30911038306452,16.189402286308894,79.90489591352933,6.446153846153846,6.197674419,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\26.png,0.0,0.0,1089600.0,0.0,12214.0,82.63725128,16.23804193,79.98812582,6.822415366
27,4,17,0.22918088318319055,0.7708191168168095,2.833213344056216,6.626280555159635,4.258123578176738,24.099373273824426,6.5,3.465116279,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\27.png,1.0,26.0,8979.0,203442.0,4.0,6.644018999,3.862437726,24.47178195,5.728000643
28,14,16,0.6963384766724303,0.3036615233275697,7.5406215286571525,20.86344580887431,29.23236848643209,42.30998397322057,7.935185185185185,5.617346939,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\28.png,0.0,0.0,1448172.0,0.0,1375.0,21.19489398,32.0391991,42.82646477,8.064297318
29,17,11,0.8158894477889135,0.18411055221108652,6.100318952020064,22.757340636674968,7.9925216006255555,60.03938788043853,8.930434782608696,4.917391304,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\29.png,10.0,12.0,982541.0,68145.0,25.0,22.61341603,8.626154149,60.76710596,8.592395196
30,4,3,0.9467997200241091,0.05320027997589097,5.71042701737487,36.24087350155564,15.480438276654684,22.831629463974295,5.269230769230769,5.053571429,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\30.png,5.0,5.0,341887.0,6619.0,169.0,36.33543294,15.80968238,23.00129811,3.520915552
31,1,1,0.9591866537378646,0.040813346262135355,8.045267716607803,150.88652699325422,12.035816090278514,99.78314268519563,3.25,4.512931034,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\31.png,1.0,1.0,398622.0,16666.0,1114.0,151.950427,11.73981448,101.7678393,4.213098655
32,1,2,0.8849625504129057,0.11503744958709429,7.842278779117352,22.645746666003184,7.396280984675886,26.202029857472652,2.25,5.261061947,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\32.png,3.0,2.0,784446.0,25339.0,1036.0,29.69205619,8.553406536,40.28633309,5.925774923
33,24,10,0.9263340094786282,0.07366599052137178,8.994668835500674,34.517242431640625,3.8155750591198094,30.052296611305724,8.412337662337663,5.121848739,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\33.png,53.0,24.0,935180.0,76322.0,25489.0,34.457425,3.775541595,29.52131669,12.45229722
34,1,0,1.0,0.0,9.121399862679535,75.53271010315534,25.323455389803144,64.5294137997218,1.0,5.895652174,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\34.png,1.0,1.0,1100686.0,1695.0,8215.0,77.546861,24.98625032,64.68109128,6.953012168
35,4,24,0.7771445361659192,0.22285546383408084,9.089076284483143,179.87282659774436,164.07896608242334,86.3505971273214,5.3076923076923075,3.879844961,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\35.png,7.0,41.0,319829.0,215383.0,8446.0,181.2482487,163.8624105,86.41531806,9.612284418
36,26,9,0.634169781696476,0.365830218303524,8.325306029752582,31.76821683633207,9.758667908487652,66.1849372490846,7.775147928994083,5.785087719,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\36.png,13.0,22.0,111325.0,137927.0,3052.0,31.6459516,9.486821612,66.43980738,6.960107281
37,1,3,0.946964180402081,0.05303581959791899,7.756195343948118,75.81630338872145,13.445335337070235,96.4064401854846,3.142857142857143,5.4375,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\37.png,1.0,2.0,1948884.0,22452.0,1126.0,76.83061012,13.28522872,97.70102676,11.81300115
38,21,18,0.8634378382722654,0.1365621617277346,7.928045600874777,35.31877193986569,12.693587361922894,70.76315351874801,8.54054054054054,6.08677686,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\38.png,1.0,2.0,664432.0,18151.0,2902.0,35.1913125,12.44416191,69.85982263,5.139204148
39,29,15,0.7132114003435833,0.2867885996564167,8.514790306799927,25.026984330420827,10.964978451231815,47.93566640686083,8.655021834061136,4.245967742,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\39.png,46.0,30.0,466397.0,103900.0,16690.0,25.32485388,11.2062142,46.70669101,14.56420854
40,14,3,0.9125316788765944,0.08746832112340568,7.784057002639929,56.19158504128042,2.916745198355782,17.275059505256785,8.524590163934427,5.929752066,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\40.png,17.0,9.0,464183.0,91566.0,7420.0,56.64338675,3.047043414,17.47277223,6.602761457
41,28,8,0.6621712722581984,0.33782872774180167,7.807510042216193,62.324990590413414,84.56137972079014,77.29056683953041,5.9411764705882355,3.902542373,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\41.png,18.0,9.0,482428.0,29834.0,2434.0,62.61966486,85.30996283,77.78942457,6.22637091
42,20,12,0.912210583417206,0.08778941658279404,7.534228326274089,31.613415762741045,11.600421134440621,43.68284324178313,8.226666666666667,5.4453125,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\42.png,6.0,4.0,1450282.0,46357.0,2401.0,31.71911685,11.46198361,44.91304816,9.658765135
43,14,25,0.23160088949681182,0.7683991105031882,6.862757913051401,17.05878510346284,15.171544260777186,42.3903845327979,6.238636363636363,6.276315789,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\43.png,30.0,29.0,330041.0,231143.0,2863.0,19.03769123,16.62430168,51.87919076,9.947472479
44,0,0,1.0,0.0,7.443663683115591,31.086520919143982,70.81863451804159,50.635245595000754,0.0,5.786458333,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\44.png,0.0,0.0,1020816.0,0.0,160.0,31.00007445,72.94399474,51.18048045,6.32616083
45,35,13,0.751842939536305,0.24815706046369504,7.744569809354496,21.940158570010357,6.0411402100878835,34.4934557266736,8.889830508474576,2.735042735,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\45.png,3.0,4.0,792604.0,47089.0,1141.0,22.56449587,6.005372396,35.00794651,5.997653102
46,29,25,0.6128473595141316,0.3871526404858684,8.195057690895077,21.148143040314885,17.82660528413585,48.462761822614894,8.241206030150753,6.288793103,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\46.png,48.0,12.0,1788355.0,111578.0,13051.0,20.9926,17.69860049,46.8582155,15.41849562
47,10,7,0.8518081272523922,0.1481918727476078,8.752423403865594,72.5058044725628,18.026786201708745,64.73023443142695,6.1395348837209305,4.078125,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\47.png,9.0,7.0,442920.0,75282.0,6136.0,72.79327714,18.45944745,63.15455474,5.738024914
48,1,1,0.9465445007697592,0.05345549923024081,8.795582216956426,48.92964334690824,9.317662339343117,55.641312446705854,2.0,3.508,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\48.png,4.0,1.0,966948.0,31108.0,5320.0,49.19667518,9.259586521,56.13481093,6.950450502
49,1,0,1.0,0.0,8.867427438524983,52.853106770833335,5.630501296779693,33.983348033428726,1.0,6.053097345,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\49.png,1.0,0.0,1223320.0,0.0,20731.0,69.09267292,6.619807214,46.01231407,7.42191588
50,2,16,0.7861875554838189,0.2138124445161811,7.488293515159428,45.67324756531602,10.098258916863616,56.542365043386006,6.385964912280702,6.2,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\50.png,4.0,16.0,251490.0,47097.0,841.0,46.07636154,10.16129512,57.05110431,4.643415737
51,13,17,0.44067047410420906,0.559329525895791,5.66988092298052,25.39440409342448,15.637537006063425,55.227640631310145,7.0638297872340425,3.569444444,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\51.png,1.0,3.0,573648.0,28217.0,4.0,25.43268229,15.66519326,55.48326905,4.666108322
52,4,5,0.9707517131965714,0.029248286803428596,8.202482446576537,102.61822206275897,18.071765041681193,88.68164433796787,6.452554744525547,5.141509434,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\52.png,4.0,19.0,941990.0,73680.0,9313.0,103.9117621,16.76835526,89.41028689,9.428793193
53,9,10,0.5307285927908075,0.4692714072091925,6.208590026096629,15.605439119785082,13.524187468560655,15.630647661800367,8.196078431372548,5.4375,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\53.png,5.0,17.0,1399204.0,322325.0,55.0,15.73470971,13.5668607,15.85510522,13.76123753
54,1,13,0.8603476980873421,0.13965230191265784,6.8966943316227125,55.66077412539308,6.828243557507413,97.92466013716817,5.5,4.663793103,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\54.png,2.0,16.0,541399.0,77821.0,646.0,55.49161535,6.930892211,97.89938903,6.573104112
55,11,11,0.8800359885467107,0.11996401145328932,7.62608275807238,75.07070545014881,7.363307511791529,76.02860614666837,5.988372093023256,5.935897436,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\55.png,21.0,21.0,1558172.0,92378.0,1837.0,75.13967805,6.782371681,76.61556023,13.40000861
56,5,9,0.7534184096704185,0.24658159032958152,7.508238774678663,71.38220784992515,36.6728809893854,52.83973065238882,5.571428571428571,4.956521739,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\56.png,6.0,7.0,255764.0,72885.0,1468.0,60.87909448,22.75221363,45.55579783,4.422407685
57,1,0,1.0,0.0,7.166265974133638,156.72522354125977,19.770771516992937,173.74335322010188,1.0,5.60619469,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\57.png,1.0,0.0,740000.0,0.0,688.0,156.93054,19.75350394,174.8860985,6.511837283
58,7,17,0.5407379423246442,0.4592620576753558,5.170483995038151,27.08633992239933,3.7414909735530713,78.65886661325264,5.0625,5.114173228,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\58.png,0.0,0.0,880000.0,0.0,46.0,26.85538409,0.868121278,79.3465657,5.737524586
59,2,22,0.9372467353585623,0.06275326464143774,8.289790583181643,42.463826833677686,3.5750508759246697,62.490431873772984,7.880597014925373,6.093023256,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\59.png,1.0,2.0,801240.0,5748.0,3823.0,42.45562294,3.547901605,62.62020687,5.674955089
60,2,0,1.0,0.0,8.618666160346871,52.91723412298387,23.007048813440225,59.560448315091776,2.6666666666666665,5.199152542,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\60.png,1.0,0.0,779526.0,0.0,5479.0,52.89893019,23.00208071,59.55118031,5.313184648
62,1,2,0.9812580506185719,0.018741949381428192,7.324489979348532,85.0107053585006,17.200667531984937,88.39709346294042,5.426573426573427,6.476190476,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\62.png,3.0,8.0,997448.0,117736.0,4783.0,83.48025213,16.36547911,88.57077574,9.129944432
63,8,17,0.8351070225188635,0.16489297748113654,6.1070228877422545,25.685153012776244,28.678239397927506,48.59119297664266,5.038461538461538,5.134453782,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\63.png,1.0,3.0,968484.0,33608.0,55.0,25.71281491,26.07882513,49.12312871,6.894748129
64,5,26,0.17530506833463222,0.8246949316653678,7.493317248862145,20.285756429036457,3.5102460625764014,48.60264590638488,6.380952380952381,3.978813559,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\64.png,27.0,18.0,181196.0,352690.0,6469.0,20.32115062,3.579142288,47.61304426,10.63054407
65,27,5,0.666805916705742,0.3331940832942581,7.37650812632622,53.77188364664713,81.49693645041717,69.00902438990015,7.247311827956989,3.629166667,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\65.png,13.0,8.0,442246.0,42538.0,1663.0,54.00661296,82.43598665,69.4788844,5.753173745
66,12,33,0.6536804594224647,0.3463195405775353,8.786456678344,30.65325038580247,20.24557384201167,62.09522681710504,5.462686567164179,4.538888889,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\66.png,10.0,11.0,937556.0,72368.0,6301.0,30.83257464,20.12122027,62.13648346,8.351263077
67,12,21,0.4027624210177962,0.5972375789822039,8.41027590907016,97.18611399332683,15.472405612897575,87.19015083137803,6.973333333333334,3.529166667,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\67.png,26.0,24.0,531819.0,698769.0,17857.0,96.48594667,20.24531214,86.18174578,17.90459716
69,11,24,0.12815405220518278,0.8718459477948173,6.513230110912307,51.763642143588996,20.814779940859516,24.126083037904436,5.209876543209877,4.714285714,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\69.png,27.0,35.0,201223.0,276155.0,1756.0,53.74329496,20.48605385,24.24146085,10.43782325
70,1,1,0.9895835019942466,0.010416498005753361,7.5595594960077,91.2942038881748,36.84624616995064,95.20459576625535,2.0,3.108333333,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\70.png,1.0,1.0,911424.0,9438.0,2113.0,91.26001276,37.06715718,95.40083615,6.441042678
71,16,23,0.8106631357077231,0.18933686429227692,8.053887083618223,21.862698063380282,21.765908690682696,42.915675824855875,9.10126582278481,4.43,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\71.png,24.0,7.0,430156.0,16852.0,3109.0,21.82867243,21.97103922,42.86910838,5.471304691
72,3,2,0.9705841258482837,0.029415874151716283,8.784162222270476,43.0252751299034,20.861548047481218,65.06191509783798,3.75,5.47008547,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\72.png,3.0,2.0,1512630.0,44170.0,16606.0,43.89672291,19.93962565,66.59021298,9.702186358
73,1,2,0.9758421518613769,0.024157848138623046,7.304515946460155,201.81174072574274,6.648072335535998,146.92504064318499,2.6666666666666665,5.564393939,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\73.png,5.0,1.0,2338474.0,4059.0,24118.0,201.9536772,7.036338465,147.4225649,14.35799728
74,7,21,0.5022225483823622,0.4977774516176378,6.684611727667927,55.15223285828755,36.855480318739886,52.04639778950987,9.446969696969697,5.225,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\74.png,13.0,36.0,72059.0,167023.0,691.0,55.39054132,36.77463525,52.41485853,7.837774157
75,20,22,0.6267372882644296,0.37326271173557035,8.151044945685024,23.20146187629489,17.053380008410738,26.166707972778376,7.6,5.894957983,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\75.png,26.0,20.0,338004.0,130179.0,3031.0,23.29200396,16.94246515,26.23733287,8.031451333
76,0,0,1.0,0.0,8.68169016329764,57.43208911101229,8.839936562764578,46.89221785095093,0.0,5.46460177,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\76.png,0.0,0.0,2118875.0,0.0,15637.0,58.660366,9.004846007,47.04255886,11.39519098
77,18,14,0.9555937420802453,0.04440625791975473,8.443761913330354,57.02409034012431,14.993043961391555,75.5165571054602,6.353658536585366,5.072649573,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\77.png,21.0,14.0,651249.0,18087.0,4114.0,56.99856623,15.44116441,75.60069673,7.326666795
78,2,5,0.9864157497243927,0.013584250275607264,8.469891918298224,158.09096329383235,96.00119521250657,142.9923801774915,3.4,5.579831933,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\78.png,0.0,0.0,960000.0,0.0,4159.0,158.4074104,95.36660894,143.2816299,7.089250169
79,9,14,0.17220729615123168,0.8277927038487684,2.833213344056216,14.342590028373756,5.937095047953806,44.08779770810051,6.688888888888889,4.712598425,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\79.png,15.0,13.0,213341.0,365325.0,16.0,14.82963263,5.633785089,44.22779683,9.361098995
80,4,15,0.6876271181737714,0.3123728818262286,6.590301048196686,16.418943950488146,9.909396163477059,18.62304684409618,7.222222222222222,4.570833333,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\80.png,8.0,26.0,276864.0,139807.0,16.0,14.52319309,10.0478866,18.93833363,6.665756595
81,7,25,0.4415073195441592,0.5584926804558408,7.623153068476902,13.451285457490519,9.955706441119185,34.41128729445918,7.804878048780488,5.319327731,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\81.png,8.0,21.0,158620.0,120213.0,1399.0,13.69950003,10.40133622,35.07173153,5.569207266
82,1,5,0.9581124840365131,0.041887515963487,8.540909718033554,56.89638999580537,26.492925708149247,91.61406038644613,4.071428571428571,6.443298969,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\82.png,1.0,0.0,643146.0,0.0,5095.0,57.36724607,26.65107248,91.9150404,5.097287536
83,8,5,0.8728642517206405,0.12713574827935945,8.848222068371385,79.66832860310872,16.27702821184139,83.72579610553016,4.5,5.319672131,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\83.png,7.0,7.0,1057089.0,113878.0,20194.0,80.29809864,15.99203232,84.53916485,9.51596464
84,5,10,0.724222916848824,0.275777083151176,8.811354229965728,25.124500141649232,13.019458111216975,49.09557685205562,5.363636363636363,5.400793651,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\84.png,6.0,8.0,272851.0,86861.0,6874.0,25.04909632,12.81943046,48.21639624,4.790385031
85,4,6,0.9415604405783203,0.05843955942167966,6.834108738813838,11.208183323732719,18.606298050995527,38.962220136376025,4.722222222222222,4.23015873,c:\Users\conri\OneDrive\Desktop\AI Capstone\Methodology\Python Pipeline\training_images\85.png,5.0,6.0,609508.0,35847.0,940.0,11.34537009,18.36536057,39.8666028,5.580845331
